165;Armadura_de_Guarda(Az);17;0;0;0;0;0;0;0;0;4;0;0;18;255;33;0;3;138;42;50;45;9;571;5;112;2
166;Calca_de_Guarda(Az);17;0;0;0;0;0;0;0;0;8;0;0;18;255;33;0;3;122;42;50;45;9;571;5;112;2
167;Luvas_de_Guarda(Az);17;0;0;0;0;0;0;0;0;16;0;0;18;255;33;0;3;94;53;20;46;8;571;5;112;2
168;Botas_de_Guarda(Az);17;0;0;0;0;0;0;0;0;32;0;0;18;255;33;0;3;96;29;2;48;40;2;24;571;5;112;2
169;Elmo_de_Guarda(R);17;1;0;0;0;0;0;0;0;2;0;0;18;255;33;0;3;108;44;10;46;10;571;5;112;2
170;Armadura_de_Guarda(R);17;1;0;0;0;0;0;0;0;4;0;0;18;255;33;0;3;138;42;50;45;9;571;5;112;2
171;Calca_de_Guarda(R);18;0;0;0;0;0;0;0;0;8;0;0;18;255;33;0;3;122;42;50;45;9;571;5;112;2
172;Luvas_de_Guarda(R);17;1;0;0;0;0;0;0;0;16;0;0;18;255;33;0;3;94;53;20;46;8;571;5;112;2
173;Botas_de_Guarda(R);17;1;0;0;0;0;0;0;0;32;0;0;18;255;33;0;3;96;29;2;48;40;2;24;571;5;112;2
174;Cavaleiro_Negro;15;0;0;0;0;0;0;0;0;32;0;0;18;255;27;3
175;Cavaleiro_Negro_Lendário;15;0;0;0;0;0;0;0;0;32;0;4;18;255;27;4
176;Corpo_da_Shiner;90;0;0;0;0;0;0;0;0;4;0;0;18;255;33;0
177;Traje_Coreano;91;0;0;0;0;0;0;0;0;4;0;0;18;255;33;0
178;Canhao;2888;0;0;0;0;0;0;0;0;1;0;0;18;2554;27;7
181;Rosto_Berseker;17;0;0;0;0;0;0;0;0;1;0;0;18;255;27;2
182;Elmo_Berseker;17;0;0;0;0;0;0;0;0;1;0;0;18;255;27;2
183;Armadura_Berseker;17;0;0;0;0;0;0;0;0;1;0;0;18;255;27;2
184;Calça_Berseker;17;0;0;0;0;0;0;0;0;1;0;0;18;255;27;2
185;Luvas_Berseker;17;0;0;0;0;0;0;0;0;1;0;0;18;255;27;2
186;Botas_Berseker;17;0;0;0;0;0;0;0;0;1;0;0;18;255;27;2
200;Dragão;0;0;0;0;0;0;0;0;0;1;0;0;18;2556;27;6
201;Dragão_Esmeralda;0;1;0;0;0;0;0;0;0;1;0;0;18;2556;27;6
202;Gremlin;0;0;0;0;0;0;0;0;0;1;0;0;18;2557;27;1
203;Krill;0;0;0;0;0;0;0;0;0;1;0;0;18;2558;27;4
204;Chefe_Krill;0;1;0;0;0;0;0;0;0;1;0;0;18;2558;27;4
205;Baleia;0;0;0;0;0;0;0;0;0;1;0;0;18;2559;27;1
206;Águia;0;0;0;0;0;0;0;0;0;1;0;0;18;255;27;2
207;Cavaleiro_Orc;0;0;0;0;0;0;0;0;0;1;0;0;18;2551;27;1
208;Cavaleiro_Orc_2;0;0;0;0;0;0;0;0;0;1;0;0;18;2551;27;1
209;Arqueiro_Orc;1;0;0;0;0;0;0;0;0;1;0;0;18;2551;27;4
210;Cavaleiro_Orc_B;0;0;0;0;0;0;0;0;0;2;0;0;18;2551
211;Arqueiro_Orc_B;1;0;0;0;0;0;0;0;0;2;0;0;18;2551
212;Troll_Machado;2;0;0;0;0;0;0;0;0;1;0;0;18;2555;27;1
213;Troll_Martelo;3;0;0;0;0;0;0;0;0;1;0;0;18;2555;27;1
214;Troll_Machado_B;2;0;0;0;0;0;0;0;0;2;0;0;18;2555
215;Troll_Martelo_B;3;0;0;0;0;0;0;0;0;2;0;0;18;2555
216;Javali_Selvagem;0;0;0;0;0;0;0;0;0;1;0;0;18;2552;27;1
217;Anjo;0;0;0;0;0;0;0;0;0;1;0;0;18;2551;27;1
218;Hidra;0;0;0;0;0;0;0;0;0;1;0;0;18;2553;27;1
219;Torre_de_Thor;0;0;0;0;0;0;0;0;0;1;0;0;18;2554;27;7
220;Força_Lunar;0;0;0;0;0;0;0;0;0;1;0;0;18;2555;27;0
221;Serpente_Gigante;0;0;0;0;0;0;0;0;0;1;0;0;18;2554;27;1
222;Rei_Gremlin;1;0;0;0;0;0;0;0;0;1;0;0;18;2557;27;1
223;Pomba;1;0;0;0;0;0;0;0;0;1;0;0;18;255;27;1
224;Dragão_Dourado;0;0;0;0;0;0;0;0;0;1;0;0;18;2556;27;6
225;Javali_de_Guerra;1;0;0;0;0;0;0;0;0;1;0;0;18;2552;27;2
226;Lobo;0;0;0;0;0;0;0;0;0;1;0;0;18;2557;27;1
227;Urso;0;0;0;0;0;0;0;0;0;1;0;0;18;2558;27;2
228;Ghol;2;0;0;0;0;0;0;0;0;1;0;0;18;2557;27;1
229;Chefe_Ghol;3;0;0;0;0;0;0;0;0;1;0;0;18;2557;27;2
230;Carbunkle;0;0;0;0;0;0;0;0;0;1;0;0;18;2559;27;4
231;Grande_Carbunkle;1;0;0;0;0;0;0;0;0;1;0;0;18;2559;27;4
232;Shamã_Orc;4;0;0;0;0;0;0;0;0;1;0;0;18;2551;27;4
233;Ciclope;5;0;0;0;0;0;0;0;0;1;0;0;18;2551;27;2
234;Ciclope_Sangrento;6;0;0;0;0;0;0;0;0;1;0;0;18;2551;27;2
235;Minotauro;0;0;0;0;0;0;0;0;0;1;0;0;18;255;27;1
236;Taurus_Assustador;1;0;1;0;0;0;0;0;0;1;0;0;18;255;27;2
237;Rei_Taurus;2;0;2;0;0;0;0;0;0;1;0;0;18;255;27;2
238;Argos;3;0;0;0;0;0;0;0;0;1;0;0;18;255;27;2
239;Diablo;2;0;0;0;0;0;0;0;0;1;0;0;18;2556;27;6
240;Lagarto_1;4;0;0;0;0;0;0;0;0;1;0;0;18;2556;27;2
241;Lagarto_2;4;1;0;0;0;0;0;0;0;1;0;0;18;2556;27;2
242;Ciclope_Arqueiro;6;0;0;0;0;0;0;0;0;1;0;0;18;2551;27;4
243;Ciclope_Mago;6;0;0;0;0;0;0;0;0;1;0;0;18;2551;27;4
244;Tigre_Destruidor;1;0;0;0;0;0;0;0;0;1;0;0;18;2555;27;4
245;Gorila_Esmagador;0;0;0;0;0;0;0;0;0;1;0;0;18;2552;27;4
246;Astaroth;0;0;0;0;0;0;0;0;0;1;0;0;18;2553;27;1
247;Cabeça_de_Rã;12;0;0;0;0;0;0;0;0;1;0;0;18;2554;27;1;47;2;48;2;42;10
248;Roupa_de_Rã;12;0;0;0;0;0;0;0;0;4;0;0;18;2554;27;1;47;2;48;2;42;10
249;Calça_de_Rã;12;0;0;0;0;0;0;0;0;8;0;0;18;2554;27;1;47;2;48;2;42;10
250;Luva_de_Rã;12;0;0;0;0;0;0;0;0;16;0;0;18;2554;27;1;47;2;48;2;42;10
251;Bota_de_Rã;12;0;0;0;0;0;0;0;0;32;0;0;18;2554;27;1;47;2;48;2;42;10
252;Cabeça_de_Sapo;13;0;0;0;0;0;0;0;0;1;0;0;18;2554;27;1;47;2;48;2;42;10
253;Roupa_de_Sapo;13;0;0;0;0;0;0;0;0;4;0;0;18;2554;27;1;47;2;48;2;42;10
254;Calça_de_Sapo;13;0;0;0;0;0;0;0;0;8;0;0;18;2554;27;1;47;2;48;2;42;10
255;Luva_de_Sapo;13;0;0;0;0;0;0;0;0;16;0;0;18;2554;27;1;47;2;48;2;42;10
256;Bota_de_Sapo;13;0;0;0;0;0;0;0;0;32;0;0;18;2554;27;1;47;2;48;2;42;10
257;Arqueiro_Zakum;7;0;0;0;0;0;0;0;0;1;0;0;18;2551;27;7
258;Lorde_Zakum;8;0;0;0;0;0;0;0;0;1;0;0;18;2551;27;2
259;Guarda_Zakum;9;0;0;0;0;0;0;0;0;1;0;0;18;2551;27;2
260;Rosto_de_Esqueleto;9;0;0;0;0;0;0;0;0;1;0;0;18;2556;27;2
261;Cabeça_de_Esqueleto;9;0;0;0;0;0;0;0;0;2;0;0;18;2556;27;2
262;Corpo_de_Esqueleto;9;0;0;0;0;0;0;0;0;4;0;0;18;2556;27;2
263;Calça_de_Esqueleto;9;0;0;0;0;0;0;0;0;8;0;0;18;2556;27;2
264;Luva_de_Esqueleto;9;0;0;0;0;0;0;0;0;16;0;0;18;2556;27;2
265;Bota_de_Esqueleto;9;0;0;0;0;0;0;0;0;32;0;0;18;2556;27;2
266;Elmo_de_Esqueleto_Chefe;10;0;0;0;0;0;0;0;0;2;0;0;18;2556;27;2
267;Corpo_de_Esqueleto_Chefe;10;0;0;0;0;0;0;0;0;4;0;0;18;2556;27;2
268;Calça_de_Esqueleto_Chefe;10;0;0;0;0;0;0;0;0;8;0;0;18;2556;27;2
269;Luva_de_Esqueleto_Chefe;10;0;0;0;0;0;0;0;0;16;0;0;18;2556;27;2
270;Bota_de_Esqueleto_Chefe;10;0;0;0;0;0;0;0;0;32;0;0;18;2556;27;2
271;Rosto_de_Esqueleto_Mago;11;0;0;0;0;0;0;0;0;1;0;0;18;2556;27;2
272;Elmo_de_Esqueleto_Mago;11;0;0;0;0;0;0;0;0;2;0;0;18;2556;27;2
273;Corpo_de_Esqueleto_Mago;11;0;0;0;0;0;0;0;0;4;0;0;18;2556;27;2
274;Calça_de_Esqueleto_Mago;11;0;0;0;0;0;0;0;0;8;0;0;18;2556;27;2
275;Luva_de_Esqueleto_Mago;11;0;0;0;0;0;0;0;0;16;0;0;18;2556;27;2
276;Bota_de_Esqueleto_Mago;11;0;0;0;0;0;0;0;0;32;0;0;18;2556;27;2
277;Rosto_de_Esqueleto_Arq;12;0;0;0;0;0;0;0;0;1;0;0;18;2557;27;2
278;Elmo_de_Esqueleto_Arq;12;0;0;0;0;0;0;0;0;2;0;0;18;2557;27;2
279;Corpo_de_Esqueleto_Arq;12;0;0;0;0;0;0;0;0;4;0;0;18;2557;27;2
280;Calça_de_de_Esqueleto_Arq;12;0;0;0;0;0;0;0;0;8;0;0;18;2557;27;2
281;Luva_de_Esqueleto_Arq;12;0;0;0;0;0;0;0;0;16;0;0;18;2557;27;2
282;Bota_de_Esqueleto_Arq;12;0;0;0;0;0;0;0;0;32;0;0;18;2557;27;2
283;Cavaleiro_Negro;10;0;0;0;0;0;0;0;0;1;0;0;18;2551;27;2
284;Elfo_Negro;13;0;0;0;0;0;0;0;0;1;0;0;18;2558;27;2
285;Corpo_de_Elfo_Negro_Arq;13;0;0;0;0;0;0;0;0;2;0;0;18;2558;27;2
286;Corpo_de_Elfo_Negro_Mago;14;0;0;0;0;0;0;0;0;4;0;0;18;2558;27;2
287;Lendário_Elfo_Negro;13;0;0;0;0;0;0;0;0;8;0;4;18;2558;27;2
288;Corpo_do_Lend_Elfo_Arq;13;0;0;0;0;0;0;0;0;16;0;4;18;2558;27;2
289;Corpo_do_Lend_Elfo_Mago;14;0;0;0;0;0;0;0;0;32;0;4;18;2558;27;2
290;Manto_Negro_Lendário;27;4;0;0;0;0;0;0;0;32768;0;4;18;255
291;Urso_de_Caverna;2;0;0;0;0;0;0;0;0;1;0;0;18;2558;27;1
292;Morcego;2;0;0;0;0;0;0;0;0;1;0;0;18;255;27;2
293;Dragão_Lich;6;0;0;0;0;0;0;0;0;1;0;0;18;2556;27;6
294;Demônio;4;0;0;0;0;0;0;0;0;1;0;0;18;255;27;2
295;Demônio_Chefe;1;0;0;0;0;0;0;0;0;1;0;0;18;2553;27;4
296;Troll_Zumbi;3;8;0;0;0;0;0;0;0;1;0;0;18;2555;27;2
297;Golem;1;0;0;0;0;0;0;0;0;1;0;0;18;2552;27;2
298;Golem_Chefe;2;0;0;0;0;0;0;0;0;1;0;0;18;2552;27;2
299;Lobo;0;1;0;0;0;0;0;0;0;1;0;0;18;2557;27;2
300;Dragão_Menor;7;0;0;0;0;0;0;0;0;1;0;0;18;2556;27;2
301;Cabra_Montês;13;0;0;0;0;0;0;0;0;1;0;0;18;2559;27;2
302;Titã;14;0;0;0;0;0;0;0;0;1;0;0;18;255;27;6
303;Rei_Azul;15;0;0;0;0;0;0;0;0;1;0;0;18;255;27;1
304;Rei_Rubro;16;0;0;0;0;0;0;0;0;1;0;0;18;255;27;1
305;Guarda_Rubro;18;0;0;0;0;0;0;0;0;1;0;0;18;255;27;1
306;Troll_Morto_Vivo;12;0;0;0;0;0;0;0;0;1;0;0;18;2555;27;2
307;Dragão_Negro;0;1;0;0;0;0;0;0;0;1;0;4;18;2556;27;6
309;Aquagolem;1;2;0;0;0;0;0;0;0;1;0;0;18;2552;27;2
310;Gárgula_de_Fogo;1;0;0;0;0;0;0;0;0;1;0;0;18;2553;27;4
311;Rei_Demonlord;13;0;0;0;0;0;0;0;0;1;0;4;18;2559;27;2
312;Pássaro_Troll_1;13;0;0;0;0;0;0;0;0;1;0;0;18;2555;27;2
313;Pássaro_Troll_2;14;0;0;0;0;0;0;0;0;1;0;0;18;2555;27;2
314;Pássaro_Troll_3;15;0;0;0;0;0;0;0;0;1;0;0;18;2555;27;2
315;Porco;0;0;0;0;0;0;0;0;0;16384;0;0;18;2552;27;2
316;Javali_Doméstico;1;0;60;0;0;0;0;0;0;16384;0;0;18;2552;27;2
317;Lobo_Doméstico;0;0;80;0;0;0;0;0;0;16384;0;0;18;2557;27;2
318;Dragão_Menor;7;0;80;0;0;0;0;0;0;16384;0;0;18;2556;27;2
319;Urso_Doméstico;0;0;100;0;0;0;0;0;0;16384;0;0;18;2558;27;2
320;Dente_de_Sabre;1;0;115;0;0;0;0;0;0;16384;0;0;18;2555;27;2
321;Cavalo_s/Sela_N;0;0;130;0;0;0;0;0;0;16384;0;0;18;2553;27;2
322;Cavalo_Fantasm_N;0;0;145;0;0;0;0;0;0;16384;0;0;18;2553;27;2
323;Cavalo_Leve_N;0;0;160;0;0;0;0;0;0;16384;0;0;18;2553;27;2
324;Cavalo_Equip_N;0;0;175;0;0;0;0;0;0;16384;0;0;18;2553;27;2
325;Andaluz_N;0;0;200;0;0;0;0;0;0;16384;0;0;18;2553;27;2
326;Cavalo_s/Sela_B;0;1;130;0;0;0;0;0;0;16384;0;0;18;2553;27;2
327;Cavalo_Fantasm_B;0;1;145;0;0;0;0;0;0;16384;0;0;18;2553;27;2
328;Cavalo_Leve_B;0;1;160;0;0;0;0;0;0;16384;0;0;18;2553;27;2
329;Cavalo_Equip_B;0;1;175;0;0;0;0;0;0;16384;0;0;18;2553;27;2
330;Andaluz_B;0;1;200;0;0;0;0;0;0;16384;0;0;18;2553;27;2
331;Fenrir;0;0;200;0;0;0;0;0;0;16384;0;0;18;2552;27;2
332;Dragão;0;1;200;0;0;0;0;0;0;16384;0;0;18;2556;27;5
333;Grande_Fenrir;0;1;200;0;0;0;0;0;0;16384;0;0;18;2552;27;2
334;Tigre_de_Fogo;0;0;255;0;0;0;0;0;0;16384;0;0;18;2551;27;2
335;Dragão_Vermelho;0;0;255;0;0;0;0;0;0;16384;0;0;18;2552;27;5
336;Unicórnio;6;0;219;0;0;0;0;0;0;16384;0;0;18;2553;27;2
337;Pégasus;6;0;219;0;0;0;0;0;0;16384;0;0;18;2553;27;2
338;Unisus;6;0;219;0;0;0;0;0;0;16384;0;0;18;2553;27;2
339;Grifo;0;0;255;0;0;0;0;0;0;16384;0;0;18;2553;27;2
340;Hipogrifo;0;0;255;0;0;0;0;0;0;16384;0;0;18;2553;27;2
341;Grifo_Sangrento;0;0;255;0;0;0;0;0;0;16384;0;0;18;2553;27;2
342;Shire;7;0;0;0;0;0;0;0;0;16384;0;0;18;2553;27;2
343;Thoroughbred;7;0;0;0;0;0;0;0;0;16384;0;0;18;2553;27;2
344;Klazedale;7;0;0;0;0;0;0;0;0;16384;0;0;18;2553;27;2
345;Gullfaxi;7;0;0;0;0;0;0;0;0;16384;0;0;18;2553;27;2
351;Treant;0;0;0;0;0;0;0;0;0;1;0;0;18;2556;27;2
352;Aranha_Infernal;0;0;0;0;0;0;0;0;0;1;0;0;18;2557;27;2
353;Tarântula;1;0;0;0;0;0;0;0;0;1;0;0;18;2557;27;2
354;Mantícora;0;0;0;0;0;0;0;0;0;1;0;0;18;2558;27;2
355;Verme_do_Freixo;0;0;0;0;0;0;0;0;0;1;0;0;18;2559;27;2
356;Carbunkle_Noel;2;0;0;0;0;0;0;0;0;1;0;0;18;2559;27;2
357;Torre_Guardiã;0;0;0;0;0;0;0;0;0;1;0;0;18;2554;27;7
358;Vinha;0;0;0;0;0;0;0;0;0;1;0;0;18;255;27;0
359;Moita;0;0;0;0;0;0;0;0;0;0;0;0;18;255;34;7;39;18
360;Poderoso_Talos;0;0;0;0;0;0;0;0;0;1;0;0;18;2554;27;2
361;Batorero;0;0;0;0;0;0;0;0;0;1;0;0;18;2555;27;2
362;Kefra;0;0;0;0;0;0;0;0;0;1;0;0;18;2556;27;2
363;Guarda_Kefra;1;0;0;0;0;0;0;0;0;1;0;0;18;2556;27;2
364;Lich_Infernal;0;0;0;0;0;0;0;0;0;1;0;0;18;2557;27;6
365;Arch_Lich;0;1;0;0;0;0;0;0;0;1;0;0;18;2557;27;6
366;Esqueleto_Maldito;0;0;0;0;0;0;0;0;0;1;0;0;18;2559;27;2
367;Espirito_Maldito;1;0;0;0;0;0;0;0;0;1;0;0;18;2559;27;2
368;Monge_Canibal;0;0;0;0;0;0;0;0;0;1;0;0;18;2558;27;3
369;Soldado_Amon;4;0;0;0;0;0;0;0;0;1;0;0;18;2552;27;2
